TXNAME	GENEID
Sevir.1G034800.7.v2.1	Sevir.1G034800
Sevir.1G034800.8.v2.1	Sevir.1G034800
Sevir.1G034900.3.v2.1	Sevir.1G034900
Sevir.1G034900.4.v2.1	Sevir.1G034900
Sevir.1G035000.1.v2.1	Sevir.1G035000
Sevir.1G035000.2.v2.1	Sevir.1G035000
Sevir.1G035100.1.v2.1	Sevir.1G035100
Sevir.1G035200.1.v2.1	Sevir.1G035200
Sevir.1G035300.1.v2.1	Sevir.1G035300
Sevir.1G035400.1.v2.1	Sevir.1G035400
Sevir.1G035500.1.v2.1	Sevir.1G035500
Sevir.1G035600.1.v2.1	Sevir.1G035600
Sevir.1G035600.10.v2.1	Sevir.1G035600
Sevir.1G035600.11.v2.1	Sevir.1G035600
Sevir.1G035600.12.v2.1	Sevir.1G035600
Sevir.1G035600.3.v2.1	Sevir.1G035600
Sevir.1G035600.5.v2.1	Sevir.1G035600
Sevir.1G035600.7.v2.1	Sevir.1G035600
Sevir.1G035600.8.v2.1	Sevir.1G035600
Sevir.1G035600.9.v2.1	Sevir.1G035600
Sevir.1G035700.1.v2.1	Sevir.1G035700
Sevir.1G035750.1.v2.1	Sevir.1G035750
Sevir.1G035800.1.v2.1	Sevir.1G035800
Sevir.1G035900.1.v2.1	Sevir.1G035900
Sevir.1G035950.1.v2.1	Sevir.1G035950
Sevir.1G036000.1.v2.1	Sevir.1G036000
Sevir.1G036050.1.v2.1	Sevir.1G036050
Sevir.1G036100.1.v2.1	Sevir.1G036100
Sevir.1G036123.1.v2.1	Sevir.1G036123
Sevir.1G036146.1.v2.1	Sevir.1G036146
Sevir.1G036169.1.v2.1	Sevir.1G036169
Sevir.1G036192.1.v2.1	Sevir.1G036192
Sevir.1G036192.2.v2.1	Sevir.1G036192
Sevir.1G036200.1.v2.1	Sevir.1G036200
Sevir.1G036215.1.v2.1	Sevir.1G036215
Sevir.1G036225.1.v2.1	Sevir.1G036225
Sevir.1G036225.2.v2.1	Sevir.1G036225
Sevir.1G036238.1.v2.1	Sevir.1G036238
Sevir.1G036250.1.v2.1	Sevir.1G036250
Sevir.1G036261.1.v2.1	Sevir.1G036261
Sevir.1G036275.1.v2.1	Sevir.1G036275
Sevir.1G036284.1.v2.1	Sevir.1G036284
Sevir.1G036301.1.v2.1	Sevir.1G036301
Sevir.1G036307.1.v2.1	Sevir.1G036307
Sevir.1G036326.1.v2.1	Sevir.1G036326
Sevir.1G036330.1.v2.1	Sevir.1G036330
Sevir.1G036351.1.v2.1	Sevir.1G036351
Sevir.1G036353.1.v2.1	Sevir.1G036353
Sevir.1G036376.1.v2.1	Sevir.1G036376
Sevir.1G036400.1.v2.1	Sevir.1G036400
Sevir.1G036400.2.v2.1	Sevir.1G036400
Sevir.1G036400.3.v2.1	Sevir.1G036400
Sevir.1G036400.4.v2.1	Sevir.1G036400
Sevir.1G036500.1.v2.1	Sevir.1G036500
Sevir.1G036600.1.v2.1	Sevir.1G036600
Sevir.1G036700.1.v2.1	Sevir.1G036700
Sevir.1G036800.1.v2.1	Sevir.1G036800
Sevir.1G036900.1.v2.1	Sevir.1G036900
Sevir.1G036900.2.v2.1	Sevir.1G036900
Sevir.1G037000.1.v2.1	Sevir.1G037000
Sevir.1G037050.1.v2.1	Sevir.1G037050
Sevir.1G037100.1.v2.1	Sevir.1G037100
Sevir.1G037200.1.v2.1	Sevir.1G037200
Sevir.1G037200.2.v2.1	Sevir.1G037200
Sevir.1G037200.3.v2.1	Sevir.1G037200
Sevir.1G037200.4.v2.1	Sevir.1G037200
Sevir.1G037200.5.v2.1	Sevir.1G037200
Sevir.1G037200.6.v2.1	Sevir.1G037200
Sevir.1G037200.7.v2.1	Sevir.1G037200
Sevir.1G037200.8.v2.1	Sevir.1G037200
Sevir.1G037300.1.v2.1	Sevir.1G037300
Sevir.1G037300.2.v2.1	Sevir.1G037300
Sevir.1G037400.1.v2.1	Sevir.1G037400
Sevir.1G037500.1.v2.1	Sevir.1G037500
Sevir.1G037575.1.v2.1	Sevir.1G037575
Sevir.1G037650.1.v2.1	Sevir.1G037650
Sevir.1G037725.1.v2.1	Sevir.1G037725
Sevir.1G037800.1.v2.1	Sevir.1G037800
Sevir.1G037900.1.v2.1	Sevir.1G037900
Sevir.1G037900.2.v2.1	Sevir.1G037900
Sevir.1G038000.1.v2.1	Sevir.1G038000
Sevir.1G038100.1.v2.1	Sevir.1G038100
Sevir.1G038200.1.v2.1	Sevir.1G038200
Sevir.1G038300.1.v2.1	Sevir.1G038300
Sevir.1G038400.1.v2.1	Sevir.1G038400
Sevir.1G038500.1.v2.1	Sevir.1G038500
Sevir.1G038600.1.v2.1	Sevir.1G038600
Sevir.1G038700.1.v2.1	Sevir.1G038700
Sevir.1G038800.1.v2.1	Sevir.1G038800
Sevir.1G038800.2.v2.1	Sevir.1G038800
Sevir.1G038800.3.v2.1	Sevir.1G038800
Sevir.1G038800.4.v2.1	Sevir.1G038800
Sevir.1G038800.5.v2.1	Sevir.1G038800
Sevir.1G038866.1.v2.1	Sevir.1G038866
Sevir.1G038932.1.v2.1	Sevir.1G038932
Sevir.1G039000.2.v2.1	Sevir.1G039000
Sevir.1G039100.1.v2.1	Sevir.1G039100
Sevir.1G039150.1.v2.1	Sevir.1G039150
Sevir.1G039200.1.v2.1	Sevir.1G039200
Sevir.1G039200.2.v2.1	Sevir.1G039200
Sevir.1G039200.3.v2.1	Sevir.1G039200
Sevir.1G039300.1.v2.1	Sevir.1G039300
Sevir.1G039400.1.v2.1	Sevir.1G039400
Sevir.1G039500.1.v2.1	Sevir.1G039500
Sevir.1G039600.2.v2.1	Sevir.1G039600
Sevir.1G039700.1.v2.1	Sevir.1G039700
Sevir.1G039800.1.v2.1	Sevir.1G039800
Sevir.1G039850.1.v2.1	Sevir.1G039850
Sevir.1G039900.2.v2.1	Sevir.1G039900
Sevir.1G039900.3.v2.1	Sevir.1G039900
Sevir.1G040000.1.v2.1	Sevir.1G040000
Sevir.1G040000.2.v2.1	Sevir.1G040000
Sevir.1G040100.1.v2.1	Sevir.1G040100
Sevir.1G040200.1.v2.1	Sevir.1G040200
Sevir.1G040300.1.v2.1	Sevir.1G040300
Sevir.1G040300.2.v2.1	Sevir.1G040300
Sevir.1G040400.1.v2.1	Sevir.1G040400
Sevir.1G040500.2.v2.1	Sevir.1G040500
Sevir.1G040550.1.v2.1	Sevir.1G040550
Sevir.1G040600.1.v2.1	Sevir.1G040600
Sevir.1G040700.1.v2.1	Sevir.1G040700
Sevir.1G040801.1.v2.1	Sevir.1G040801
Sevir.1G040900.1.v2.1	Sevir.1G040900
Sevir.1G041000.1.v2.1	Sevir.1G041000
Sevir.1G041100.1.v2.1	Sevir.1G041100
Sevir.1G041100.2.v2.1	Sevir.1G041100
Sevir.1G041200.1.v2.1	Sevir.1G041200
Sevir.1G041300.2.v2.1	Sevir.1G041300
Sevir.1G041400.1.v2.1	Sevir.1G041400
Sevir.1G041501.1.v2.1	Sevir.1G041501
Sevir.1G041600.1.v2.1	Sevir.1G041600
Sevir.1G041700.1.v2.1	Sevir.1G041700
Sevir.1G041700.2.v2.1	Sevir.1G041700
Sevir.1G041800.1.v2.1	Sevir.1G041800
Sevir.1G041850.1.v2.1	Sevir.1G041850
Sevir.1G041850.2.v2.1	Sevir.1G041850
Sevir.1G041850.3.v2.1	Sevir.1G041850
Sevir.1G041900.1.v2.1	Sevir.1G041900
Sevir.1G042000.1.v2.1	Sevir.1G042000
Sevir.1G042100.1.v2.1	Sevir.1G042100
Sevir.1G042200.1.v2.1	Sevir.1G042200
Sevir.1G042300.1.v2.1	Sevir.1G042300
Sevir.1G042400.1.v2.1	Sevir.1G042400
Sevir.1G042400.2.v2.1	Sevir.1G042400
Sevir.1G042500.1.v2.1	Sevir.1G042500
Sevir.1G042600.1.v2.1	Sevir.1G042600
Sevir.1G042700.1.v2.1	Sevir.1G042700
Sevir.1G042700.2.v2.1	Sevir.1G042700
Sevir.1G042800.1.v2.1	Sevir.1G042800
Sevir.1G042800.2.v2.1	Sevir.1G042800
Sevir.1G042800.3.v2.1	Sevir.1G042800
Sevir.1G042900.1.v2.1	Sevir.1G042900
Sevir.1G042950.1.v2.1	Sevir.1G042950
Sevir.1G043000.4.v2.1	Sevir.1G043000
Sevir.1G043000.7.v2.1	Sevir.1G043000
Sevir.1G043100.1.v2.1	Sevir.1G043100
Sevir.1G043100.2.v2.1	Sevir.1G043100
Sevir.1G043200.1.v2.1	Sevir.1G043200
Sevir.1G043300.1.v2.1	Sevir.1G043300
Sevir.1G043300.2.v2.1	Sevir.1G043300
Sevir.1G043400.1.v2.1	Sevir.1G043400
Sevir.1G043500.1.v2.1	Sevir.1G043500
Sevir.1G043500.2.v2.1	Sevir.1G043500
Sevir.1G043500.3.v2.1	Sevir.1G043500
Sevir.1G043600.1.v2.1	Sevir.1G043600
Sevir.1G043700.1.v2.1	Sevir.1G043700
Sevir.1G043800.2.v2.1	Sevir.1G043800
Sevir.1G043800.3.v2.1	Sevir.1G043800
Sevir.1G043900.2.v2.1	Sevir.1G043900
Sevir.1G044000.1.v2.1	Sevir.1G044000
Sevir.1G044050.1.v2.1	Sevir.1G044050
Sevir.1G044100.1.v2.1	Sevir.1G044100
Sevir.1G044200.1.v2.1	Sevir.1G044200
Sevir.1G044250.1.v2.1	Sevir.1G044250
Sevir.1G044300.1.v2.1	Sevir.1G044300
Sevir.1G044300.3.v2.1	Sevir.1G044300
Sevir.1G044400.1.v2.1	Sevir.1G044400
Sevir.1G044500.1.v2.1	Sevir.1G044500
Sevir.1G044600.1.v2.1	Sevir.1G044600
Sevir.1G044700.1.v2.1	Sevir.1G044700
Sevir.1G044800.1.v2.1	Sevir.1G044800
Sevir.1G044900.1.v2.1	Sevir.1G044900
Sevir.1G045000.1.v2.1	Sevir.1G045000
Sevir.1G045100.1.v2.1	Sevir.1G045100
Sevir.1G045133.1.v2.1	Sevir.1G045133
Sevir.1G045166.1.v2.1	Sevir.1G045166
Sevir.1G045200.2.v2.1	Sevir.1G045200
Sevir.1G045300.1.v2.1	Sevir.1G045300
Sevir.1G045400.1.v2.1	Sevir.1G045400
Sevir.1G045500.1.v2.1	Sevir.1G045500
Sevir.1G045500.2.v2.1	Sevir.1G045500
Sevir.1G045500.3.v2.1	Sevir.1G045500
Sevir.1G045600.1.v2.1	Sevir.1G045600
Sevir.1G045700.1.v2.1	Sevir.1G045700
Sevir.1G045800.1.v2.1	Sevir.1G045800
Sevir.1G045900.1.v2.1	Sevir.1G045900
Sevir.1G046000.1.v2.1	Sevir.1G046000
Sevir.1G046000.2.v2.1	Sevir.1G046000
Sevir.1G046100.1.v2.1	Sevir.1G046100
Sevir.1G046100.3.v2.1	Sevir.1G046100
Sevir.1G046100.4.v2.1	Sevir.1G046100
Sevir.1G046100.5.v2.1	Sevir.1G046100
Sevir.1G046200.1.v2.1	Sevir.1G046200
Sevir.1G046300.1.v2.1	Sevir.1G046300
Sevir.1G046400.1.v2.1	Sevir.1G046400
Sevir.1G046500.1.v2.1	Sevir.1G046500
Sevir.1G046500.2.v2.1	Sevir.1G046500
Sevir.1G046500.3.v2.1	Sevir.1G046500
Sevir.1G046600.1.v2.1	Sevir.1G046600
Sevir.1G046650.1.v2.1	Sevir.1G046650
Sevir.1G046700.1.v2.1	Sevir.1G046700
Sevir.1G046800.1.v2.1	Sevir.1G046800
Sevir.1G046900.1.v2.1	Sevir.1G046900
Sevir.1G047000.1.v2.1	Sevir.1G047000
Sevir.1G047200.1.v2.1	Sevir.1G047200
Sevir.1G047300.1.v2.1	Sevir.1G047300
Sevir.1G047350.1.v2.1	Sevir.1G047350
Sevir.1G047401.1.v2.1	Sevir.1G047401
Sevir.1G047451.1.v2.1	Sevir.1G047451
Sevir.1G047500.1.v2.1	Sevir.1G047500
Sevir.1G047600.1.v2.1	Sevir.1G047600
Sevir.1G047700.1.v2.1	Sevir.1G047700
Sevir.1G047800.1.v2.1	Sevir.1G047800
Sevir.1G047900.1.v2.1	Sevir.1G047900
Sevir.1G048001.1.v2.1	Sevir.1G048001
Sevir.1G048100.1.v2.1	Sevir.1G048100
Sevir.1G048100.2.v2.1	Sevir.1G048100
Sevir.1G048100.4.v2.1	Sevir.1G048100
Sevir.1G048200.1.v2.1	Sevir.1G048200
Sevir.1G048300.1.v2.1	Sevir.1G048300
Sevir.1G048400.1.v2.1	Sevir.1G048400
Sevir.1G048500.1.v2.1	Sevir.1G048500
Sevir.1G048600.1.v2.1	Sevir.1G048600
Sevir.1G048700.1.v2.1	Sevir.1G048700
Sevir.1G048800.1.v2.1	Sevir.1G048800
Sevir.1G048900.1.v2.1	Sevir.1G048900
Sevir.1G049000.1.v2.1	Sevir.1G049000
Sevir.1G049000.2.v2.1	Sevir.1G049000
Sevir.1G049100.1.v2.1	Sevir.1G049100
Sevir.1G049100.2.v2.1	Sevir.1G049100
Sevir.1G049200.1.v2.1	Sevir.1G049200
Sevir.1G049300.1.v2.1	Sevir.1G049300
Sevir.1G049325.1.v2.1	Sevir.1G049325
Sevir.1G049500.1.v2.1	Sevir.1G049500
Sevir.1G049500.2.v2.1	Sevir.1G049500
Sevir.1G049600.1.v2.1	Sevir.1G049600
Sevir.1G049600.2.v2.1	Sevir.1G049600
Sevir.1G049600.3.v2.1	Sevir.1G049600
Sevir.1G049600.4.v2.1	Sevir.1G049600
Sevir.1G049600.5.v2.1	Sevir.1G049600
Sevir.1G049600.6.v2.1	Sevir.1G049600
Sevir.1G049600.7.v2.1	Sevir.1G049600
Sevir.1G049700.1.v2.1	Sevir.1G049700
Sevir.1G049800.1.v2.1	Sevir.1G049800
Sevir.1G049850.1.v2.1	Sevir.1G049850
Sevir.1G049900.1.v2.1	Sevir.1G049900
Sevir.1G050000.1.v2.1	Sevir.1G050000
Sevir.1G050000.10.v2.1	Sevir.1G050000
Sevir.1G050000.11.v2.1	Sevir.1G050000
Sevir.1G050000.12.v2.1	Sevir.1G050000
Sevir.1G050000.4.v2.1	Sevir.1G050000
Sevir.1G050000.5.v2.1	Sevir.1G050000
Sevir.1G050000.6.v2.1	Sevir.1G050000
Sevir.1G050000.9.v2.1	Sevir.1G050000
Sevir.1G050100.1.v2.1	Sevir.1G050100
Sevir.1G050200.1.v2.1	Sevir.1G050200
Sevir.1G050200.2.v2.1	Sevir.1G050200
Sevir.1G050200.3.v2.1	Sevir.1G050200
Sevir.1G050200.4.v2.1	Sevir.1G050200
Sevir.1G050300.1.v2.1	Sevir.1G050300
Sevir.1G050300.2.v2.1	Sevir.1G050300
Sevir.1G050400.1.v2.1	Sevir.1G050400
Sevir.1G050400.4.v2.1	Sevir.1G050400
Sevir.1G050400.5.v2.1	Sevir.1G050400
Sevir.1G050500.1.v2.1	Sevir.1G050500
Sevir.1G050500.2.v2.1	Sevir.1G050500
Sevir.1G050600.1.v2.1	Sevir.1G050600
Sevir.1G050700.1.v2.1	Sevir.1G050700
Sevir.1G050800.1.v2.1	Sevir.1G050800
Sevir.1G050900.1.v2.1	Sevir.1G050900
Sevir.1G051000.1.v2.1	Sevir.1G051000
Sevir.1G051100.1.v2.1	Sevir.1G051100
Sevir.1G051200.1.v2.1	Sevir.1G051200
Sevir.1G051300.1.v2.1	Sevir.1G051300
Sevir.1G051400.1.v2.1	Sevir.1G051400
Sevir.1G051450.1.v2.1	Sevir.1G051450
Sevir.1G051500.1.v2.1	Sevir.1G051500
Sevir.1G051600.1.v2.1	Sevir.1G051600
Sevir.1G051700.1.v2.1	Sevir.1G051700
Sevir.1G051800.1.v2.1	Sevir.1G051800
Sevir.1G051900.1.v2.1	Sevir.1G051900
Sevir.1G052000.1.v2.1	Sevir.1G052000
Sevir.1G052100.1.v2.1	Sevir.1G052100
Sevir.1G052200.1.v2.1	Sevir.1G052200
Sevir.1G052200.2.v2.1	Sevir.1G052200
Sevir.1G052300.1.v2.1	Sevir.1G052300
Sevir.1G052400.1.v2.1	Sevir.1G052400
Sevir.1G052500.1.v2.1	Sevir.1G052500
Sevir.1G052600.1.v2.1	Sevir.1G052600
Sevir.1G052701.1.v2.1	Sevir.1G052701
Sevir.1G052801.1.v2.1	Sevir.1G052801
Sevir.1G052900.1.v2.1	Sevir.1G052900
Sevir.1G053000.1.v2.1	Sevir.1G053000
Sevir.1G053100.1.v2.1	Sevir.1G053100
Sevir.1G053100.2.v2.1	Sevir.1G053100
Sevir.1G053200.1.v2.1	Sevir.1G053200
Sevir.1G053300.1.v2.1	Sevir.1G053300
Sevir.1G053400.1.v2.1	Sevir.1G053400
Sevir.1G053500.1.v2.1	Sevir.1G053500
Sevir.1G053600.1.v2.1	Sevir.1G053600
Sevir.1G053700.1.v2.1	Sevir.1G053700
Sevir.1G053800.1.v2.1	Sevir.1G053800
Sevir.1G053900.1.v2.1	Sevir.1G053900
Sevir.1G054000.1.v2.1	Sevir.1G054000
Sevir.1G054100.1.v2.1	Sevir.1G054100
Sevir.1G054200.1.v2.1	Sevir.1G054200
Sevir.1G054300.1.v2.1	Sevir.1G054300
Sevir.1G054400.1.v2.1	Sevir.1G054400
Sevir.1G054500.1.v2.1	Sevir.1G054500
Sevir.1G054600.1.v2.1	Sevir.1G054600
Sevir.1G054700.1.v2.1	Sevir.1G054700
Sevir.1G054800.1.v2.1	Sevir.1G054800
Sevir.1G054900.1.v2.1	Sevir.1G054900
Sevir.1G055000.1.v2.1	Sevir.1G055000
Sevir.1G055100.1.v2.1	Sevir.1G055100
Sevir.1G055200.1.v2.1	Sevir.1G055200
Sevir.1G055400.1.v2.1	Sevir.1G055400
Sevir.1G055450.1.v2.1	Sevir.1G055450
Sevir.1G055500.1.v2.1	Sevir.1G055500
Sevir.1G055600.1.v2.1	Sevir.1G055600
Sevir.1G055700.1.v2.1	Sevir.1G055700
Sevir.1G055800.1.v2.1	Sevir.1G055800
Sevir.1G055900.3.v2.1	Sevir.1G055900
Sevir.1G055950.1.v2.1	Sevir.1G055950
Sevir.1G056000.1.v2.1	Sevir.1G056000
Sevir.1G056100.1.v2.1	Sevir.1G056100
Sevir.1G056200.1.v2.1	Sevir.1G056200
Sevir.1G056300.1.v2.1	Sevir.1G056300
Sevir.1G056400.1.v2.1	Sevir.1G056400
Sevir.1G056500.1.v2.1	Sevir.1G056500
Sevir.1G056533.1.v2.1	Sevir.1G056533
Sevir.1G056566.1.v2.1	Sevir.1G056566
Sevir.1G056600.1.v2.1	Sevir.1G056600
Sevir.1G056700.2.v2.1	Sevir.1G056700
Sevir.1G056800.2.v2.1	Sevir.1G056800
Sevir.1G056901.1.v2.1	Sevir.1G056901
Sevir.1G057000.1.v2.1	Sevir.1G057000
Sevir.1G057100.1.v2.1	Sevir.1G057100
Sevir.1G057200.1.v2.1	Sevir.1G057200
Sevir.1G057233.1.v2.1	Sevir.1G057233
Sevir.1G057266.1.v2.1	Sevir.1G057266
Sevir.1G057300.1.v2.1	Sevir.1G057300
Sevir.1G057333.1.v2.1	Sevir.1G057333
Sevir.1G057366.1.v2.1	Sevir.1G057366
Sevir.1G057400.1.v2.1	Sevir.1G057400
Sevir.1G057500.1.v2.1	Sevir.1G057500
Sevir.1G057600.1.v2.1	Sevir.1G057600
Sevir.1G057700.1.v2.1	Sevir.1G057700
Sevir.1G057800.1.v2.1	Sevir.1G057800
Sevir.1G057900.1.v2.1	Sevir.1G057900
Sevir.1G058000.1.v2.1	Sevir.1G058000
Sevir.1G058100.1.v2.1	Sevir.1G058100
Sevir.1G058166.1.v2.1	Sevir.1G058166
Sevir.1G058232.1.v2.1	Sevir.1G058232
Sevir.1G058300.1.v2.1	Sevir.1G058300
Sevir.1G058400.1.v2.1	Sevir.1G058400
Sevir.1G058501.1.v2.1	Sevir.1G058501
Sevir.1G058600.1.v2.1	Sevir.1G058600
Sevir.1G058700.1.v2.1	Sevir.1G058700
Sevir.1G058700.2.v2.1	Sevir.1G058700
Sevir.1G058700.3.v2.1	Sevir.1G058700
Sevir.1G058700.4.v2.1	Sevir.1G058700
Sevir.1G058800.1.v2.1	Sevir.1G058800
Sevir.1G058800.2.v2.1	Sevir.1G058800
Sevir.1G058900.1.v2.1	Sevir.1G058900
Sevir.1G059000.1.v2.1	Sevir.1G059000
Sevir.1G059100.1.v2.1	Sevir.1G059100
Sevir.1G059100.2.v2.1	Sevir.1G059100
Sevir.1G059200.1.v2.1	Sevir.1G059200
Sevir.1G059300.1.v2.1	Sevir.1G059300
Sevir.1G059400.1.v2.1	Sevir.1G059400
Sevir.1G059500.1.v2.1	Sevir.1G059500
Sevir.1G059600.1.v2.1	Sevir.1G059600
Sevir.1G059700.1.v2.1	Sevir.1G059700
Sevir.1G059800.1.v2.1	Sevir.1G059800
Sevir.1G059900.1.v2.1	Sevir.1G059900
Sevir.1G060000.1.v2.1	Sevir.1G060000
Sevir.1G060100.1.v2.1	Sevir.1G060100
Sevir.1G060100.2.v2.1	Sevir.1G060100
Sevir.1G060200.1.v2.1	Sevir.1G060200
Sevir.1G060200.2.v2.1	Sevir.1G060200
Sevir.1G060200.3.v2.1	Sevir.1G060200
Sevir.1G060200.4.v2.1	Sevir.1G060200
Sevir.1G060200.5.v2.1	Sevir.1G060200
Sevir.1G060200.6.v2.1	Sevir.1G060200
Sevir.1G060200.7.v2.1	Sevir.1G060200
Sevir.1G060300.1.v2.1	Sevir.1G060300
Sevir.1G060400.1.v2.1	Sevir.1G060400
Sevir.1G060600.2.v2.1	Sevir.1G060600
Sevir.1G060600.3.v2.1	Sevir.1G060600
Sevir.1G060700.2.v2.1	Sevir.1G060700
Sevir.1G060800.1.v2.1	Sevir.1G060800
Sevir.1G060850.1.v2.1	Sevir.1G060850
Sevir.1G060900.1.v2.1	Sevir.1G060900
Sevir.1G060900.3.v2.1	Sevir.1G060900
Sevir.1G061000.1.v2.1	Sevir.1G061000
Sevir.1G061000.3.v2.1	Sevir.1G061000
Sevir.1G061000.4.v2.1	Sevir.1G061000
Sevir.1G061101.1.v2.1	Sevir.1G061101
Sevir.1G061101.2.v2.1	Sevir.1G061101
Sevir.1G061200.2.v2.1	Sevir.1G061200
Sevir.1G061300.2.v2.1	Sevir.1G061300
Sevir.1G061400.1.v2.1	Sevir.1G061400
Sevir.1G061400.2.v2.1	Sevir.1G061400
Sevir.1G061450.1.v2.1	Sevir.1G061450
Sevir.1G061500.1.v2.1	Sevir.1G061500
Sevir.1G061566.1.v2.1	Sevir.1G061566
Sevir.1G061600.1.v2.1	Sevir.1G061600
Sevir.1G061632.1.v2.1	Sevir.1G061632
Sevir.1G061700.1.v2.1	Sevir.1G061700
Sevir.1G061800.1.v2.1	Sevir.1G061800
Sevir.1G061800.2.v2.1	Sevir.1G061800
Sevir.1G061900.1.v2.1	Sevir.1G061900
Sevir.1G062000.1.v2.1	Sevir.1G062000
Sevir.1G062100.1.v2.1	Sevir.1G062100
Sevir.1G062200.1.v2.1	Sevir.1G062200
Sevir.1G062250.1.v2.1	Sevir.1G062250
Sevir.1G062300.1.v2.1	Sevir.1G062300
Sevir.1G062400.1.v2.1	Sevir.1G062400
Sevir.1G062500.1.v2.1	Sevir.1G062500
Sevir.1G062500.10.v2.1	Sevir.1G062500
Sevir.1G062500.2.v2.1	Sevir.1G062500
Sevir.1G062500.3.v2.1	Sevir.1G062500
Sevir.1G062500.4.v2.1	Sevir.1G062500
Sevir.1G062500.8.v2.1	Sevir.1G062500
Sevir.1G062500.9.v2.1	Sevir.1G062500
Sevir.1G062600.1.v2.1	Sevir.1G062600
Sevir.1G062600.2.v2.1	Sevir.1G062600
Sevir.1G062700.1.v2.1	Sevir.1G062700
Sevir.1G062800.1.v2.1	Sevir.1G062800
Sevir.1G062900.1.v2.1	Sevir.1G062900
Sevir.1G063000.1.v2.1	Sevir.1G063000
Sevir.1G063000.2.v2.1	Sevir.1G063000
Sevir.1G063100.1.v2.1	Sevir.1G063100
Sevir.1G063200.1.v2.1	Sevir.1G063200
Sevir.1G063300.1.v2.1	Sevir.1G063300
Sevir.1G063400.1.v2.1	Sevir.1G063400
Sevir.1G063500.1.v2.1	Sevir.1G063500
Sevir.1G063500.2.v2.1	Sevir.1G063500
Sevir.1G063600.1.v2.1	Sevir.1G063600
Sevir.1G063700.1.v2.1	Sevir.1G063700
Sevir.1G063800.1.v2.1	Sevir.1G063800
Sevir.1G063900.2.v2.1	Sevir.1G063900
Sevir.1G064000.1.v2.1	Sevir.1G064000
Sevir.1G064100.3.v2.1	Sevir.1G064100
Sevir.1G064200.1.v2.1	Sevir.1G064200
Sevir.1G064300.1.v2.1	Sevir.1G064300
Sevir.1G064400.1.v2.1	Sevir.1G064400
Sevir.1G064500.1.v2.1	Sevir.1G064500
Sevir.1G064500.2.v2.1	Sevir.1G064500
Sevir.1G064500.3.v2.1	Sevir.1G064500
Sevir.1G064500.4.v2.1	Sevir.1G064500
Sevir.1G064600.1.v2.1	Sevir.1G064600
Sevir.1G064600.2.v2.1	Sevir.1G064600
Sevir.1G064700.1.v2.1	Sevir.1G064700
Sevir.1G064700.2.v2.1	Sevir.1G064700
Sevir.1G064800.1.v2.1	Sevir.1G064800
Sevir.1G064900.1.v2.1	Sevir.1G064900
Sevir.1G065000.1.v2.1	Sevir.1G065000
Sevir.1G065100.1.v2.1	Sevir.1G065100
Sevir.1G065200.1.v2.1	Sevir.1G065200
Sevir.1G065300.1.v2.1	Sevir.1G065300
Sevir.1G065300.2.v2.1	Sevir.1G065300
Sevir.1G065400.1.v2.1	Sevir.1G065400
Sevir.1G065500.1.v2.1	Sevir.1G065500
Sevir.1G065600.1.v2.1	Sevir.1G065600
Sevir.1G065600.2.v2.1	Sevir.1G065600
Sevir.1G065700.1.v2.1	Sevir.1G065700
Sevir.1G065700.2.v2.1	Sevir.1G065700
Sevir.1G065766.1.v2.1	Sevir.1G065766
Sevir.1G065766.2.v2.1	Sevir.1G065766
Sevir.1G065832.1.v2.1	Sevir.1G065832
Sevir.1G065900.1.v2.1	Sevir.1G065900
Sevir.1G066001.1.v2.1	Sevir.1G066001
Sevir.1G066100.2.v2.1	Sevir.1G066100
Sevir.1G066100.3.v2.1	Sevir.1G066100
Sevir.1G066200.1.v2.1	Sevir.1G066200
Sevir.1G066300.1.v2.1	Sevir.1G066300
Sevir.1G066400.1.v2.1	Sevir.1G066400
Sevir.1G066400.3.v2.1	Sevir.1G066400
Sevir.1G066400.4.v2.1	Sevir.1G066400
Sevir.1G066400.5.v2.1	Sevir.1G066400
Sevir.1G066400.6.v2.1	Sevir.1G066400
Sevir.1G066466.1.v2.1	Sevir.1G066466
Sevir.1G066532.1.v2.1	Sevir.1G066532
Sevir.1G066600.1.v2.1	Sevir.1G066600
Sevir.1G066700.1.v2.1	Sevir.1G066700
Sevir.1G066800.1.v2.1	Sevir.1G066800
Sevir.1G066900.1.v2.1	Sevir.1G066900
Sevir.1G067001.1.v2.1	Sevir.1G067001
Sevir.1G067001.2.v2.1	Sevir.1G067001
Sevir.1G067100.1.v2.1	Sevir.1G067100
Sevir.1G067200.1.v2.1	Sevir.1G067200
Sevir.1G067300.1.v2.1	Sevir.1G067300
Sevir.1G067400.1.v2.1	Sevir.1G067400
Sevir.1G067500.1.v2.1	Sevir.1G067500
Sevir.1G067500.2.v2.1	Sevir.1G067500
Sevir.1G067533.1.v2.1	Sevir.1G067533
Sevir.1G067566.1.v2.1	Sevir.1G067566
Sevir.1G067600.1.v2.1	Sevir.1G067600
Sevir.1G067600.2.v2.1	Sevir.1G067600
Sevir.1G067600.3.v2.1	Sevir.1G067600
Sevir.1G067700.1.v2.1	Sevir.1G067700
Sevir.1G067800.1.v2.1	Sevir.1G067800
Sevir.1G067900.1.v2.1	Sevir.1G067900
Sevir.1G068000.1.v2.1	Sevir.1G068000
Sevir.1G068100.1.v2.1	Sevir.1G068100
Sevir.1G068200.1.v2.1	Sevir.1G068200
